uid,formula,charge,n_c,n_h,n_n,n_o,n_atoms,symmetry,method,basis,scales_seen,n_modes,weight,total_e,vib_e,n_solo,n_duo,n_trio,n_quartet,n_quintet,n_ch2,n_chx,dois,route,n_ch,n_ch3
2183,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68549383,218.67940000,1,2,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2182,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.69433583,218.44060000,1,2,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2181,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.66025401,218.41510000,2,0,6,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2180,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.66399431,218.49570000,2,0,6,8,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2179,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68079680,218.59380000,1,2,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2178,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.66939065,218.31290000,3,0,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2177,C28H16,0,28,16,0,0,44,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.65203443,216.82260000,3,0,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2176,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68009026,218.25840000,3,0,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2175,C28H16,0,28,16,0,0,44,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.65098654,216.78240000,3,0,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2174,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.67147479,218.06380000,3,0,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2173,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.66612101,218.28420000,3,0,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2172,C28H16,0,28,16,0,0,44,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.65249370,216.85560000,3,0,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2171,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.68157175,218.26060000,3,0,9,4,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2170,C28H16,0,28,16,0,0,44,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.65170287,216.83040000,2,2,12,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2169,C28H16,0,28,16,0,0,44,3-B2,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.66086781,216.48180000,4,0,12,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2168,C28H16,0,28,16,0,0,44,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.66982700,217.94670000,4,0,12,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2167,C28H16,0,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.66203036,217.95240000,2,2,12,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
3158,C28H14+,1,28,14,0,0,42,2-BG,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.30027634,205.41360000,4,4,6,0,0,0,,10.3847/1538-4357/aaa757,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
729,C28H14+,1,28,14,0,0,42,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.22085425,204.38870000,0,14,0,0,0,0,,10.1016/j.chemphys.2015.01.002,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
7319,C28H14+,1,28,14,0,0,42,2-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.30456191,205.52160000,2,6,6,0,0,0,,,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
7318,C28H14+,1,28,14,0,0,42,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1075.30341540,205.49780000,2,6,6,0,0,0,,,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
5918,C28H14+2,2,28,14,0,0,42,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1074.94056348,205.84900000,1,4,9,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5917,C28H14+2,2,28,14,0,0,42,3-B2,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1074.92700526,205.20390000,1,4,9,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5916,C28H14+2,2,28,14,0,0,42,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1074.93758208,205.72920000,0,8,6,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5915,C28H14+2,2,28,14,0,0,42,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1074.94389912,205.87680000,2,6,6,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5914,C28H14+2,2,28,14,0,0,42,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1074.95308414,206.24320000,2,0,12,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5913,C28H14+2,2,28,14,0,0,42,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1074.95968041,206.34420000,3,2,9,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5912,C28H14+2,2,28,14,0,0,42,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1074.95425602,206.11940000,2,6,6,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5911,C28H14+2,2,28,14,0,0,42,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1074.92473079,204.79840000,0,10,0,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5910,C28H14+2,2,28,14,0,0,42,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1074.95167869,206.02300000,4,4,6,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4481,C28H14+2,2,28,14,0,0,42,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",120,350.10955000,-1074.85462339,204.50400000,0,14,0,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4429,C28H16+2,2,28,16,0,0,44,3-B2,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.09028303,217.90990000,2,0,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5909,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.08214085,218.82590000,1,0,3,12,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5908,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.07926038,218.56260000,0,2,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5907,C28H16+2,2,28,16,0,0,44,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10392263,219.01360000,2,2,0,12,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5906,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10063207,219.21310000,2,2,0,12,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5905,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.09674908,219.08970000,1,4,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5904,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.09682942,219.08940000,1,4,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5903,C28H16+2,2,28,16,0,0,44,3-A',UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10144173,218.43530000,3,2,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5902,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.08686433,218.90330000,1,4,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5901,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11135499,219.01090000,3,2,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5900,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10172455,218.92000000,1,4,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5899,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.08089913,219.25990000,2,2,0,12,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5898,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.08664810,219.15130000,1,4,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5897,C28H16+2,2,28,16,0,0,44,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.09415330,218.60550000,3,2,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5896,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.09503625,219.16970000,1,4,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5895,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10443325,219.22580000,3,2,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5894,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.08348995,219.01700000,0,2,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5893,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.09903551,219.01130000,2,4,6,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5892,C28H16+2,2,28,16,0,0,44,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.08904065,218.45760000,0,6,6,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5891,C28H16+2,2,28,16,0,0,44,3-A',UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.09975224,218.25900000,2,4,6,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5890,C28H16+2,2,28,16,0,0,44,3-B2,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10970375,218.46510000,4,2,6,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5889,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10345233,219.23420000,2,6,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5888,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.12172828,219.26020000,4,4,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5887,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11859240,219.26540000,2,6,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5886,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10513532,219.21690000,2,6,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5885,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.12773932,219.32660000,4,4,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5884,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11962002,219.26120000,2,6,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5883,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.09264167,219.10840000,1,4,3,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5882,C28H16+2,2,28,16,0,0,44,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10356235,218.69340000,3,6,3,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5881,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.09941749,219.10580000,1,8,3,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5880,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11632533,219.01870000,3,6,3,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5879,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.12892581,219.27660000,5,4,3,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5878,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.12231157,219.25950000,3,6,3,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5877,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11419490,219.14830000,1,8,3,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5876,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11623005,219.11390000,3,6,3,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5875,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10145049,219.15190000,1,8,3,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5874,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.09402043,219.15920000,2,0,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5873,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10677722,219.46180000,2,0,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5872,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10837403,219.53260000,2,0,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5871,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11005271,219.26870000,2,0,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5870,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10890462,219.56630000,2,0,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5869,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11057447,219.29210000,2,0,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5868,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11278237,219.26030000,3,0,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5867,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10270353,219.32280000,1,2,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5866,C28H16+2,2,28,16,0,0,44,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11369706,219.27020000,1,2,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5865,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10754354,219.74390000,2,0,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5864,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10637974,219.69630000,2,0,6,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5863,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.10878425,219.52000000,1,2,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5862,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11586364,219.58140000,3,0,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5861,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.12087717,219.73900000,3,0,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5860,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.12642542,219.58060000,3,0,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5859,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.12523953,219.79020000,3,0,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5858,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.13262419,219.64700000,3,0,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5857,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.11926440,219.70370000,3,0,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5856,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.12367558,219.78520000,3,0,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5855,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.12864053,219.60050000,3,0,9,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5854,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.12906965,219.87250000,2,2,12,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5853,C28H16+2,2,28,16,0,0,44,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.13899030,219.70050000,4,0,12,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5852,C28H16+2,2,28,16,0,0,44,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.13735182,219.67530000,4,0,12,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
5851,C28H16+2,2,28,16,0,0,44,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",126,352.12520000,-1076.13909009,219.80290000,2,2,12,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2573,C29,0,29,0,0,0,29,5-A,UB3LYP,6-31g*,"0.9097,0.9691,0.9794",81,348.00000000,-1104.15959218,95.92490000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2572,C29,0,29,0,0,0,29,5-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",81,348.00000000,-1104.12384156,95.68360000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2571,C29,0,29,0,0,0,29,3-A',UB3LYP,6-31g*,"0.9097,0.9691,0.9794",81,348.00000000,-1104.09126570,95.31380000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
