band_id,phase,source,record,species,formula,charge,n_c,uid,temperature_K,resolution_cm,frequency_cm,intensity,intensity_unit,snr,fwhm_cm,u_c_cm,u_res_cm,source_ref,role,family,temperature_source,chi_F_cm_per_K,chi_F_source,nu_m_cm,u_296_cm,delta_T_cm,u_T_cm,u_band_cm,u_band_without_T_cm,nu_m_source
3588,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1601.7,1.5392,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3589,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1615.2,1.2078,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3590,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1677.1,0.86718,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3591,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1697.8,3.6342,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3592,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1752.4,6.1271,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3593,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1779.1,5.6978,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3594,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1794.4,0.56635,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3595,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1803.1,0.91765,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3596,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1812.5,0.75154,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3597,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1826.1,0.66357,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3598,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1835.8,2.7397,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3599,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1854.1,3.2271,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3600,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1886.3,5.7397,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3601,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1913.6,4.7927,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3602,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1926.1,6.7223,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3603,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1940.0,0.84047,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3604,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,1946.8,5.7956,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3605,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,3046.9,48.388,relative (PAHdb experimental),,,,,,matrix,CH-stretch,,,,,,,,,,
3606,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,3070.5,49.493,relative (PAHdb experimental),,,,,,matrix,CH-stretch,,,,,,,,,,
3607,matrix,PAHdb experimental 3.10 (Ar matrix),uid 140,"1,2;3,4;5,6;7,8;9,10;12,13-hexabenzoperopyrene""",C44H20,0,44,140,,,3090.6,103.18,relative (PAHdb experimental),,,,,,matrix,CH-stretch,,,,,,,,,,
3608,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,486.9,3.7848,relative (PAHdb experimental),,,,,,matrix,low / skeletal,,,,,,,,,,
3609,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,561.5,4.7956,relative (PAHdb experimental),,,,,,matrix,low / skeletal,,,,,,,,,,
3610,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,565.6,4.5134,relative (PAHdb experimental),,,,,,matrix,low / skeletal,,,,,,,,,,
3611,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,576.2,3.2791,relative (PAHdb experimental),,,,,,matrix,low / skeletal,,,,,,,,,,
3612,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,583.4,7.8422,relative (PAHdb experimental),,,,,,matrix,low / skeletal,,,,,,,,,,
3613,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,614.9,0.71295,relative (PAHdb experimental),,,,,,matrix,low / skeletal,,,,,,,,,,
3614,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,628.8,1.9025,relative (PAHdb experimental),,,,,,matrix,low / skeletal,,,,,,,,,,
3615,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,652.3,2.4963,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3616,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,676.2,1.444,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3617,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,691.6,11.561,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3618,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,723.7,3.8383,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3619,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,742.8,58.989,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3620,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,754.6,3.3941,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3621,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,760.9,2.1624,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3622,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,777.6,9.4491,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3623,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,791.3,5.9935,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3624,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,796.5,3.3174,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3625,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,812.1,27.972,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3626,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,823.3,5.221,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3627,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,874.0,3.3834,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3628,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,904.5,27.6,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3629,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,935.5,2.1349,relative (PAHdb experimental),,,,,,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
3630,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,961.3,1.0704,relative (PAHdb experimental),,,,,,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
3631,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,973.5,5.0202,relative (PAHdb experimental),,,,,,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
3632,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1008.9,12.355,relative (PAHdb experimental),,,,,,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
3633,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1032.0,31.425,relative (PAHdb experimental),,,,,,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
3634,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1047.9,1.1182,relative (PAHdb experimental),,,,,,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
3635,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1081.0,2.0994,relative (PAHdb experimental),,,,,,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
3636,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1094.9,2.7395,relative (PAHdb experimental),,,,,,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
3637,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1117.3,28.827,relative (PAHdb experimental),,,,,,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
3638,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1136.0,1.0015,relative (PAHdb experimental),,,,,,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
3639,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1143.8,6.9311,relative (PAHdb experimental),,,,,,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
3640,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1155.1,20.569,relative (PAHdb experimental),,,,,,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
3641,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1175.4,11.245,relative (PAHdb experimental),,,,,,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
3642,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1189.1,3.8797,relative (PAHdb experimental),,,,,,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
3643,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1211.1,2.3045,relative (PAHdb experimental),,,,,,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
3644,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1219.6,2.4622,relative (PAHdb experimental),,,,,,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
3645,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1224.4,2.3049,relative (PAHdb experimental),,,,,,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
3646,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1239.7,0.87049,relative (PAHdb experimental),,,,,,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
3647,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1259.7,12.892,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3648,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1294.1,23.377,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3649,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1307.0,1.6314,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3650,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1318.4,9.101,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3651,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1339.0,30.204,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3652,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1350.6,12.067,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3653,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1357.0,63.853,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3654,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1367.9,3.6305,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3655,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1392.4,15.583,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3656,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1416.9,11.031,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3657,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1431.8,113.75,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3658,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1439.5,100.06,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3659,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1450.5,152.44,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3660,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1470.1,7.5605,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3661,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1480.6,0.40739,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3662,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1495.6,73.693,relative (PAHdb experimental),,,,,,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
3663,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1545.3,7.3962,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3664,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1552.0,21.592,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3665,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1561.6,3.7488,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3666,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1578.6,3.4822,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3667,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1593.0,42.44,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3668,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1601.6,0.83987,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3669,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1611.0,42.921,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3670,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1625.2,11.153,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3671,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1647.4,23.353,relative (PAHdb experimental),,,,,,matrix,CC-stretch (6.2 um),,,,,,,,,,
3672,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1697.3,1.8876,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3673,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1722.1,23.66,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3674,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1752.4,3.3347,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3675,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1760.1,1.6442,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3676,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1801.3,10.123,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3677,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1833.7,2.6583,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3678,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1875.9,13.946,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3679,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1903.2,5.1694,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3680,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1915.9,2.3089,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3681,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,1940.6,9.3273,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3682,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,2863.6,13.633,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3683,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,2935.4,16.811,relative (PAHdb experimental),,,,,,matrix,overtone / combination region,,,,,,,,,,
3684,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,2973.5,9.6435,relative (PAHdb experimental),,,,,,matrix,CH-stretch,,,,,,,,,,
3685,matrix,PAHdb experimental 3.10 (Ar matrix),uid 146,"difluoranthen-(3\',5\';4,6),(4"""",6"""";9,11)-coronene",C48H20,0,48,146,,,3065.1,237.42,relative (PAHdb experimental),,,,,,matrix,CH-stretch,,,,,,,,,,
3686,matrix,PAHdb experimental 3.10 (Ar matrix),uid 100,dicoronylene,C48H20,0,48,100,,,544.3,25.895,relative (PAHdb experimental),,,,,10.1021/jp983482y,matrix,low / skeletal,,,,,,,,,,
3687,matrix,PAHdb experimental 3.10 (Ar matrix),uid 100,dicoronylene,C48H20,0,48,100,,,577.1,18.669,relative (PAHdb experimental),,,,,10.1021/jp983482y,matrix,low / skeletal,,,,,,,,,,
