pair_id,uid,formula,charge,n_c,n_h,has_n,n_solo,n_duo,n_trio,n_quartet,point_group,ladder,lab_doi,species_name,nu_lab_cm,rel_int_lab,nu_scaled_cm,nu_unscaled_cm,scale,scale_region,intensity_km_mol,log10_intensity,rel_int_comp,irrep,family,n_candidates,y_cm
1782,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,1627.4,0.0298,1619.3312,1670.963987204623,0.9691,1,2.1172,0.3257618853192302,0.0256,"A""",CC-stretch (6.2 um),3,8.069
1783,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,1243.6,0.0257,1247.555,1287.3336085027347,0.9691,1,1.3196,0.1204423068733063,0.0159,A',CH-ip-bend (8.6 um),5,-3.955
1784,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,617.2,0.025,620.0355,633.0768838064121,0.9794,0,2.1763,0.3377187620574486,0.0263,A',low / skeletal,1,-2.835
1785,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,1196.2,0.023,1193.5181,1231.573728201424,0.9691,1,2.3912,0.3786159020312243,0.0289,"A""",CH-ip-bend (8.6 um),5,2.682
1786,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,869.9,0.0206,868.9557,887.2326934858075,0.9794,0,15.6833,1.1954374499937865,0.1895,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),5,0.944
1787,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,820.0,0.0205,818.7458,835.9667143148866,0.9794,0,4.2867,0.6321230909509153,0.0518,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),2,1.254
1788,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,1314.6,0.0205,1293.7362,1334.9873078113717,0.9691,1,1.9449,0.28889727632256623,0.0235,"A""",CC-stretch/CH-ip (7.7 um),4,20.864
1789,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,769.7,0.0186,775.3857,791.6946089442516,0.9794,0,1.2602,0.100439475279108,0.0152,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),7,-5.686
1790,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,1294.9,0.0179,1266.8638,1307.2580745021155,0.9691,1,4.2527,0.6286647471767659,0.0514,"A""",CC-stretch/CH-ip (7.7 um),6,28.036
1791,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,510.4,0.0159,506.029,516.6724525219522,0.9794,0,5.0681,0.7048451754733865,0.0612,A',low / skeletal,2,4.371
1792,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,762.7,0.011,757.4738,773.4059628343883,0.9794,0,1.0288,0.012330955580146827,0.0124,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),7,5.226
1793,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,1227.6,0.009,1221.1899,1260.1278505830153,0.9691,1,3.6655,0.5641332238421051,0.0443,"A""",CH-ip-bend (8.6 um),4,6.41
1794,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,1619.0,0.0089,1595.6887,1646.5676400784232,0.9691,1,2.0263,0.30670374442964077,0.0245,"A""",CC-stretch (6.2 um),4,23.311
1795,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,1074.9,0.0082,1087.0987,1121.7611185636158,0.9691,1,1.8835,0.2749656245392864,0.0228,A',ring / CH-ip (9-10.5 um),1,-12.199
1796,534,C36H20,0,36,20,0,6,0,6,8,1-A',,10.1016/j.saa.2014.04.017,naptho-anthraceno-pyrene or dibenzoheptacene,964.4,0.0075,936.2901,955.9833571574434,0.9794,0,1.0619,0.026083620800987348,0.0128,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),2,28.11
1797,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1309.0,0.3427,1313.5692,1355.4526880610877,0.9691,1,3.8092,0.5808337756580848,0.0012,"A""",CC-stretch/CH-ip (7.7 um),5,-4.569
1798,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1365.1,0.1027,1367.379,1410.978227221133,0.9691,1,1.3577,0.13280381800199953,0.0004,A',CC-stretch/CH-ip (7.7 um),7,-2.279
1799,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1356.8,0.1015,1359.3137,1402.6557630791456,0.9691,1,3063.7021,3.48624653425824,1.0,A',CC-stretch/CH-ip (7.7 um),6,-2.514
1800,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1329.8,0.0765,1319.2565,1361.3213290682077,0.9691,1,163.7843,2.2142722689130756,0.0535,A',CC-stretch/CH-ip (7.7 um),5,10.543
1801,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1182.9,0.0703,1181.9482,1219.6349189970076,0.9691,1,3.0373,0.48248769014346876,0.001,"A""",CH-ip-bend (8.6 um),7,0.952
1802,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1370.2,0.0615,1374.2398,1418.0577855742442,0.9691,1,670.1558,2.826175780632773,0.2187,A',CC-stretch/CH-ip (7.7 um),8,-4.04
1803,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1508.3,0.0417,1511.0811,1559.2623052316585,0.9691,1,27.022,1.4317174896460134,0.0088,"A""",CC-stretch (6.2 um),4,-2.781
1804,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1466.0,0.0357,1467.7405,1514.5397791765558,0.9691,1,145.4819,2.1628089643247095,0.0475,A',CC-stretch/CH-ip (7.7 um),6,-1.741
1805,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1555.5,0.0329,1555.3561,1604.949024868435,0.9691,1,410.6376,2.613458712995833,0.134,A',CC-stretch (6.2 um),4,0.144
1806,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1415.0,0.0285,1413.2643,1458.326591683005,0.9691,1,23.5346,1.3717068213267467,0.0077,A',CC-stretch/CH-ip (7.7 um),4,1.736
1807,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",575.5,0.0167,568.7438,580.7063508270369,0.9794,0,192.0066,2.283316157319781,0.0627,A',low / skeletal,1,6.756
1808,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1036.4,0.0104,1038.3385,1060.178170308352,0.9794,0,64.1144,1.8069555823766197,0.0209,A',ring / CH-ip (9-10.5 um),2,-1.938
1809,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1570.7,0.0084,1566.5603,1616.510473635332,0.9691,1,22.6895,1.3558249256058028,0.0074,"A""",CC-stretch (6.2 um),7,4.14
1810,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",797.3,0.0072,795.3839,812.1134367980396,0.9794,0,61.2381,1.7870217076252377,0.02,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),3,1.916
1811,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1584.9,0.0064,1591.5236,1642.2697348054896,0.9691,1,158.4577,2.199913347888954,0.0517,A',CC-stretch (6.2 um),6,-6.624
1812,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1192.8,0.0059,1192.8893,1230.9248787534827,0.9691,1,52.715,1.7219342108540117,0.0172,A',CH-ip-bend (8.6 um),6,-0.089
1813,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1530.1,0.0055,1520.9714,1569.467959962852,0.9691,1,282.7138,2.4513470080564614,0.0923,A',CC-stretch (6.2 um),4,9.129
1814,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",923.4,0.0045,915.081,934.3281600980192,0.9794,0,42.0145,1.6233991995219237,0.0137,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),3,8.319
1815,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",751.3,0.0044,750.4715,766.2563814580354,0.9794,0,20.4808,1.3113469166006606,0.0067,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),6,0.828
1816,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",705.6,0.0043,709.3047,724.2237083928936,0.9794,0,27.0376,1.4319681387113319,0.0088,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),1,-3.705
1817,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",765.8,0.0039,762.7172,778.7596487645498,0.9794,0,138.3899,2.14110439550855,0.0452,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),7,3.083
1818,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1198.0,0.0035,1203.4394,1241.811371375503,0.9691,1,4.6817,0.670403580971269,0.0015,"A""",CH-ip-bend (8.6 um),6,-5.439
1819,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1383.2,0.003,1391.9834,1436.3671447735014,0.9691,1,15.6705,1.1950828537612925,0.0051,A',CC-stretch/CH-ip (7.7 um),6,-8.783
1820,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1401.5,0.0027,1398.2536,1442.8372716953877,0.9691,1,9.0722,0.9577126158366351,0.003,"A""",CC-stretch/CH-ip (7.7 um),4,3.246
1821,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",760.8,0.0027,761.3793,777.3936083316315,0.9794,0,1.2461,0.09555289601940187,0.0004,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),6,-0.579
1822,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",508.5,0.0026,503.5556,514.1470287931387,0.9794,0,184.6044,2.26624204811431,0.0603,A',low / skeletal,2,4.944
1823,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",879.5,0.0025,875.2,893.6083316316112,0.9794,0,18.1404,1.258646859123056,0.0059,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),4,4.3
1824,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",820.7,0.0021,819.7543,836.9964263835,0.9794,0,17.9466,1.253982183215097,0.0059,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),2,0.946
1825,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",1164.1,0.0018,1161.35,1198.379940150655,0.9691,1,90.9691,1.9588938980528932,0.0297,A',CH-ip-bend (8.6 um),6,2.75
1826,542,C36H20+,1,36,20,0,6,0,6,8,"2-A""",,10.1016/j.saa.2014.04.017,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",997.1,0.0015,989.9621,1010.7842556667348,0.9794,0,1.3448,0.12865770043141458,0.0004,"A""",ring / CH-ip (9-10.5 um),1,7.138
1827,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",719.8,1.0,723.5598,738.7786399836634,0.9794,0,1.0234,0.010045412636098518,0.0001,B1,CH-oop (10.5-15 um; benzene nu11 at 673 included),3,-3.76
1828,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",588.3,0.3858,608.9551,621.7634265877067,0.9794,0,183.1905,2.2629029480187572,0.0262,B1,low / skeletal,2,-20.655
1829,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",733.6,0.3757,723.8313,739.055850520727,0.9794,0,72.3906,1.8596821762362568,0.0104,A1,CH-oop (10.5-15 um; benzene nu11 at 673 included),5,9.769
1830,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",763.8,0.1702,763.4692,779.5274657953848,0.9794,0,29.3314,1.4673327925326862,0.0042,A1,CH-oop (10.5-15 um; benzene nu11 at 673 included),4,0.331
1831,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1274.1,0.1495,1276.553,1317.2562171086577,0.9691,1,369.8045,2.5679721916075726,0.0529,B1,CC-stretch/CH-ip (7.7 um),4,-2.453
1832,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",534.6,0.1246,514.0813,524.8941188482745,0.9794,0,26.3151,1.4202050247187028,0.0038,B1,low / skeletal,1,20.519
1833,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",782.4,0.1234,784.8541,801.3621605064325,0.9794,0,27.0535,1.4322234591785121,0.0039,B1,CH-oop (10.5-15 um; benzene nu11 at 673 included),4,-2.454
1834,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",885.0,0.1104,879.8595,898.365836226261,0.9794,0,78.5249,1.8950073920049475,0.0112,B1,CH-oop (10.5-15 um; benzene nu11 at 673 included),4,5.14
1835,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",3031.3,0.0887,3029.5933,3156.8128581848496,0.9597,2,49.1737,1.6917328873450233,0.007,B2,CH-stretch,9,1.707
1836,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",911.2,0.0845,914.6695,933.9080049009596,0.9794,0,1.5577,0.19248381990266333,0.0002,A1,CH-oop (10.5-15 um; benzene nu11 at 673 included),3,-3.469
1837,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1442.6,0.058,1450.1119,1496.34908678155,0.9691,1,510.0724,2.7076318245074855,0.073,B1,CC-stretch/CH-ip (7.7 um),4,-7.512
1838,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1525.9,0.0508,1517.5181,1565.904550613972,0.9691,1,287.1813,2.4581561571189465,0.0411,B2,CC-stretch (6.2 um),3,8.382
1839,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1152.4,0.0432,1140.5253,1176.8912392941909,0.9691,1,1799.5291,3.2551588739771153,0.2574,B1,CH-ip-bend (8.6 um),4,11.875
1840,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1500.1,0.0407,1512.932,1561.1722216489527,0.9691,1,702.2276,2.8464778947564207,0.1004,B1,CC-stretch (6.2 um),3,-12.832
1841,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",612.7,0.0255,613.9562,626.8697161527465,0.9794,0,39.527,1.5968938537336297,0.0057,B1,low / skeletal,3,-1.256
1842,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",625.9,0.0243,630.4172,643.6769450684092,0.9794,0,22.5263,1.3526898636482163,0.0032,B1,low / skeletal,3,-4.517
1843,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1344.0,0.0227,1343.868,1386.7175730058818,0.9691,1,6991.3896,3.8445635041624278,1.0,B1,CC-stretch/CH-ip (7.7 um),5,0.132
1844,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1012.9,0.0158,1023.1703,1044.6909332244231,0.9794,0,8.0514,0.905871403275963,0.0012,B1,ring / CH-ip (9-10.5 um),2,-10.27
1845,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",853.7,0.0127,845.3247,863.1046559117827,0.9794,0,4.2771,0.6311494043228595,0.0006,B1,CH-oop (10.5-15 um; benzene nu11 at 673 included),5,8.375
1846,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1057.1,0.0082,1082.2516,1116.759467547209,0.9691,1,240.1075,2.380405725895189,0.0343,B1,ring / CH-ip (9-10.5 um),1,-25.152
1847,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1184.5,0.0071,1182.3328,1220.0317820658342,0.9691,1,122.5301,2.0882427879507337,0.0175,B1,CH-ip-bend (8.6 um),3,2.167
1848,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1164.2,0.007,1166.8006,1204.0043339180684,0.9691,1,170.6812,2.23218568757107,0.0244,B1,CH-ip-bend (8.6 um),4,-2.601
1849,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1423.5,0.0062,1426.8778,1472.3741615932308,0.9691,1,48.944,1.6896994596406034,0.007,B1,CC-stretch/CH-ip (7.7 um),4,-3.378
1850,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1089.9,0.0056,1109.3503,1144.7222164895263,0.9691,1,17.9503,1.2540717112572808,0.0026,B2,CH-ip-bend (8.6 um),3,-19.45
1851,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1467.1,0.0056,1470.1501,1517.026209885461,0.9691,1,147.2945,2.168186530520529,0.0211,B1,CC-stretch/CH-ip (7.7 um),3,-3.05
1852,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1368.5,0.0051,1370.6788,1414.383242183469,0.9691,1,1.3284,0.12332886692634765,0.0002,A1,CC-stretch/CH-ip (7.7 um),5,-2.179
1853,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",836.3,0.005,836.5112,854.1057790483969,0.9794,0,130.3065,2.114966079900799,0.0186,A1,CH-oop (10.5-15 um; benzene nu11 at 673 included),4,-0.211
1854,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",3096.4,0.0032,3098.2456,3228.348025424612,0.9597,2,7.0249,0.8466401464052599,0.001,B1,CH-stretch,4,-1.846
1855,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",985.5,0.0031,988.768,1009.565039820298,0.9794,0,45.1474,1.6546327447233637,0.0065,B2,ring / CH-ip (9-10.5 um),1,-3.268
1856,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",665.5,0.0028,688.0938,702.5666734735552,0.9794,0,9.6425,0.9841896475380795,0.0014,A1,CH-oop (10.5-15 um; benzene nu11 at 673 included),1,-22.594
1857,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1405.1,0.0024,1394.0728,1438.5231658239604,0.9691,1,4.033,0.6056282220076187,0.0006,B2,CC-stretch/CH-ip (7.7 um),2,11.027
1858,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",675.1,0.0024,704.5843,719.4040228711456,0.9794,0,2.6602,0.42491428912398893,0.0004,B2,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,-29.484
1859,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",3033.4,0.0022,3034.8812,3162.322809211212,0.9597,2,41.2354,1.6152702117511004,0.0059,B1,CH-stretch,9,-1.481
1860,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",1174.6,0.0022,1177.4874,1215.0318852543598,0.9691,1,2.8903,0.46094292288895894,0.0004,B2,CH-ip-bend (8.6 um),3,-2.887
1861,541,C40H22-,-1,40,22,0,8,0,6,8,2-B1,,10.1016/j.saa.2014.04.017,"dibenzo[jk, a1b1]octacene or dianthraceno-pyrene or 6,7:15,16-di[1,3]butadienodibenzo[hi,uv]hexacene",3052.4,0.001,3046.7915,3174.73324997395,0.9597,2,142.4484,2.153657575547602,0.0204,B2,CH-stretch,11,5.609
